Name,CDID,Seasonal adjustment,Units,Main measure,Description,Note 1,Note 2
CPIH : 12 Month: Package Holidays and Accommodation (S) 2005=100,L5LJ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Other Recreational and Personal Services (S) 2005=100,L5LK,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Non-Catering Recreational and Personal Services (S) 2005=100,L5LL,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Miscellaneous Services (S) 2005=100,L5LM,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Audio-Visual Goods (G) 2005=100,L5LN,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Other Recreational Goods (G) 2005=100,L5LO,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Excluding Energy (Sp) 2005=100,L5LP,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : 12 Month: Excluding Energy, Food, Alcohol and Tobacco (Sp) 2005=100",L5LQ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Excluding Seasonal Food (Sp) 2005=100,L5LR,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Excluding Energy and Seasonal Food (Sp) 2005=100,L5LS,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : 12 Month: Excl Liquid Fuels, Vehicle Fuels and Lubricants (Sp) 2005=100",L5LT,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Excluding Energy and Unprocessed Food (Sp) 2005=100,L5LU,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Excluding Alcohol and Tobacco (Sp) 2005=100,L5LV,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : 12 Month: Excl Housing, Water, Elec., Gas and Other Fuels (Sp) 2005=100",L5LW,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : 12 Month: Excl Education, Health and Social Protection (Sp) 2005=100",L5LX,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Non-Seasonal Food (G) 2005=100,L5LY,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Durables (G) 2005=100,L5LZ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Semi-Durables (G) 2005=100,L5M2,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Non-Durables (G) 2005=100,L5M3,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : 12 Month: Energy, Food, Alcohol and Tobacco (Sp) 2005=100",L5M4,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Energy and Unprocessed Food (Sp) 2005=100,L5M5,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Energy and Seasonal Food (Sp) 2005=100,L5M6,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : 12 Month: Education, Health and Social Protection (Sp) 2005=100",L5M7,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
","The coverage of this special aggregate has changed extensively since January 2000, when Social protection was first included and extensions to the Education and Health divisions also took effect. Health was further extended with effect from January 2001.
"
CPIH : 12 Month: Excluding Tobacco (Sp) 2005=100,L5M8,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : 12 Month: Miscellaneous and Other Services (S) 2005=100,L5M9,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : Weights (Parts Per 1000): Food, Alcoholic Beverages and Tobacco Goods",L5NP,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Processed Food and Non-Alcoholic Beverages Goods,L5NQ,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Unprocessed Food Goods,L5NR,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Seasonal Food Goods,L5NS,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Industrial Goods,L5NT,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Energy Goods,L5NU,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : Weights (Parts Per 1000): Electricity, Gas and Misc. Energy Goods",L5NV,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : Weights (Parts Per 1000): Liquid Fuels, Vehicle Fuels and Lubricants Goods",L5NW,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Non-Energy Industrial Goods,L5NX,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Clothing and Footwear Goods,L5NY,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Housing Goods,L5NZ,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Household Goods,L5O2,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Water Supply; Materials For Maintenance and Repair Goods,L5O3,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Medical Goods,L5O4,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
"CPIH : Weights (Parts Per 1000): Vehicles, Spare Parts and Accessories Goods",L5O5,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Recreational Goods,L5O6,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Miscellaneous Goods,L5O7,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Housing Services,L5O8,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Primary Housing Services,L5O9,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Other Housing Services,L5OA,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Medical Services (Dec 1999=100) Services,L5OB,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Travel and Transport Services,L5OC,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Services For Personal Transport Equipment Services,L5OD,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Recreational and Personal Services,L5OE,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Package Holidays and Accommodation Services,L5OF,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Other Recreational and Personal Services,L5OG,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Non-Catering Recreational and Personal Services,L5OH,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
CPIH : Weights (Parts Per 1000): Miscellaneous Services,L5OI,Not seasonally adjusted,Weights (parts per 1000),Consumer Prices Index including owner occupiers' housing costs (CPIH),"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","The National Statistics status of CPIH has been discontinued pending work by ONS to investigate and improve the method for measuring owner occupiers' housing costs in this index
",
